placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
22m-224@5s8-cd9-99f,,Walgreens Pharmacy,SG_BRAND_33ef43259b465c12,Walgreens Pharmacy,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,44.961631,-93.288421,2100 Lyndale Ave S,Minneapolis,MN,55405,US,,,,,,2021-07-19,POLYGON
22d-222@5s8-chz-4n5,,Merle Norman Cosmetics,SG_BRAND_7b50eee467c9515dd6779b8da48bdf7c,Merle Norman Cosmetics,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,44.912344,-93.222554,5005 34th Ave S,Minneapolis,MN,55417,US,,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
224-222@5pb-kt7-jvz,224-223@5pb-kt7-jvz,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,44.90445,-93.278677,5444 Nicollet Ave,Minneapolis,MN,55419,US,,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [] }",,,,2021-02-02,POLYGON
222-223@5s8-cd5-dy9,,Best Western Plus The Normandy Inn & Suites,SG_BRAND_afc74daf1bb2ac39,Best Western,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,44.972959,-93.267075,405 S 8th St,Minneapolis,MN,55404,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
zzw-224@5s8-ckz-8jv,224-222@5s8-ckz-8sq,Five Below,SG_BRAND_3f25071e778c22839c918302c0f22bf7,Five Below,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,45.005108,-93.230897,1630 New Brighton Blvd,Minneapolis,MN,55413,US,+16124210690,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""11:00"", ""19:00""]] }",,2020-12-12,,2019-07-01,POLYGON
223-222@5s8-cj5-9mk,zzw-223@5s8-cj5-jvz,Dollar Tree,SG_BRAND_6b1e006c89aa3f8b054a05fa90581501,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,44.950794,-93.237911,2858 26th Ave S,Minneapolis,MN,55406,US,,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }",,,,2019-07-01,POLYGON
zzy-224@5s8-cdc-wc5,,Spaces,SG_BRAND_e342599de14da705,Spaces,Lessors of Real Estate,Lessors of Other Real Estate Property,531190,44.983296,-93.271192,121 Washington Ave.N 2nd 3rd And 4th Floor,Minneapolis,MN,55401,US,+16125094100,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""8:30"", ""17:00""]], ""Thu"": [[""8:30"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [[""8:30"", ""17:00""]] }",,,,2021-03-08,POLYGON
zzw-222@5s8-ckz-8y9,zzw-224@5s8-ckz-8y9,MinuteClinic,SG_BRAND_7addbb50380d485c29258638e50c38ac,MinuteClinic,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,45.005241,-93.229371,1650 New Brighton Blvd,Minneapolis,MN,55413,US,+16127817746,"{ ""Mon"": [[""9:00"", ""14:30""]], ""Tue"": [[""9:00"", ""13:30""]], ""Wed"": [[""9:00"", ""13:30""]], ""Thu"": [[""9:00"", ""13:30""]], ""Fri"": [[""9:00"", ""13:30""]], ""Sat"": [[""9:00"", ""13:30""]], ""Sun"": [[""9:00"", ""13:30""]] }",,,,2019-07-01,POLYGON
226-222@5s8-cd8-n89,,Pizza Hut,SG_BRAND_1f2a4b730dc533366115ba7f5168b074,Pizza Hut,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.959677,-93.293446,2313 Hennepin Ave,Minneapolis,MN,55405,US,+16123744000,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""11:00"", ""24:00""]], ""Sun"": [[""11:00"", ""23:00""]] }","Counter Service,Pizza,Lunch,Take Out and Delivery Only,Catering,Dinner",,,2019-07-01,POLYGON
222-224@5s8-cd6-k2k,223-224@5s8-cd6-k2k,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,44.977224,-93.269133,120 S 6th St,Minneapolis,MN,55402,US,+16123710555,"{ ""Mon"": [[""6:00"", ""16:30""]], ""Tue"": [[""6:00"", ""16:30""]], ""Wed"": [[""6:00"", ""16:30""]], ""Thu"": [[""6:00"", ""16:30""]], ""Fri"": [], ""Sat"": [], ""Sun"": [[""6:00"", ""16:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,,2019-07-01,POLYGON
zzw-222@5s8-cdc-x89,,F45 Training,SG_BRAND_69e26c2c38d1753,F45 Training,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,44.979736,-93.268865,360 S Marquette Avenue,Minneapolis,MN,55401,US,+16123547343,,,,,2021-03-31,POLYGON
zzw-22b@5s8-cd6-fvf,,City National Bank,SG_BRAND_1893312b738a8f53,City National Bank,Depository Credit Intermediation,Commercial Banking,522110,44.978005,-93.270977,555 Nicollet Mall,Minneapolis,MN,55402,US,+16126563740,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
22b-222@5s8-ckz-835,,Speedway,SG_BRAND_93b3d23529ebed78cdf4bfe2e58f1979,Speedway,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,45.007583,-93.236837,1847 Johnson St NE,Minneapolis,MN,55418,US,,,,,,2019-07-01,POLYGON
226-222@5s8-cks-28v,,CPR Cell Phone Repair,SG_BRAND_fd5034d3434fff484f5faf5a372ae7e3,CPR Cell Phone Repair,Electronic and Precision Equipment Repair and Maintenance,Computer and Office Machine Repair and Maintenance,811212,44.973432,-93.226735,806 Washington Ave SE,Minneapolis,MN,55414,US,+16122364682,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
229-225@5pb-ksr-3h5,,Russell Cellular,SG_BRAND_2dee45f56d32d8a9,Russell Cellular,Electronics and Appliance Stores,Electronics Stores,443142,44.912685,-93.327475,3724 W 50th St,Minneapolis,MN,55410,US,,,,2021-06-07,,2020-09-15,POLYGON
zzy-222@5pb-ksr-3h5,,Carbone's Pizzeria,SG_BRAND_2e6d90505cb0089d,Carbone's Pizzeria,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.912738,-93.327475,3724 West 50th St Edina,Minneapolis,MN,55410,US,+16129200400,"{ ""Mon"": [[""11:00"", ""21:30""]], ""Tue"": [[""11:00"", ""21:30""]], ""Wed"": [[""11:00"", ""21:30""]], ""Thu"": [[""11:00"", ""21:30""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:30""]] }","Pizza,Sports Bar,Lunch,Dinner",,,2019-07-01,POLYGON
223-222@5s8-cky-p9z,,Extra Space Storage,SG_BRAND_25f99d0cc5d6078042c8f466f6a8fa83,Extra Space Storage,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130,44.991993,-93.233819,1227 E Hennepin Ave,Minneapolis,MN,55414,US,,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [[""9:00"", ""17:30""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
zzw-222@5s8-cj9-2c5,zzw-222@5s8-cj5-psq,Panera Bread,SG_BRAND_0a8f7236f12142a7d24ed321dcb194d7,Panera Bread,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,44.953691,-93.26202,810 E 27th St,Minneapolis,MN,55407,US,+19526563295,"{ ""Mon"": [[""6:00"", ""20:00""]], ""Tue"": [[""6:00"", ""20:00""]], ""Wed"": [[""6:00"", ""20:00""]], ""Thu"": [[""6:00"", ""20:00""]], ""Fri"": [[""6:00"", ""20:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Counter Service,Salad,Sandwich Shop,Lunch,Breakfast,Catering,Soup,Dinner",,,2019-07-01,POLYGON
227-222@5s8-cdc-b8v,,Chipotle Mexican Grill,SG_BRAND_87bd111b6dd52ef32eaf3abf6d509065,Chipotle Mexican Grill,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.98805,-93.256935,225 E Hennepin Ave,Minneapolis,MN,55414,US,+16123316330,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }","Counter Service,Lunch,Mexican Food,Catering,Dinner",,,2019-07-01,POLYGON
zzw-223@5s8-cj8-s5z,,ERIK'S Bike Board Ski,SG_BRAND_3f430d5418f6a2f1,ERIK'S Bike Board Ski,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,44.951774,-93.288375,2800 Lyndale Ave S Ste 1,Minneapolis,MN,55408,US,+16128728600,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""17:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
223-223@5s8-cj5-kzz,zzy-222@5s8-cj5-m6k,Home Choice Stores,SG_BRAND_33a2fa78f9b6cee0,Home Choice Stores,Home Furnishings Stores,All Other Home Furnishings Stores,442299,44.949754,-93.240156,2208 E Lake St,Minneapolis,MN,55407,US,+16127246663,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
zzw-224@5s8-cj5-m8v,zzy-222@5s8-cj5-m6k,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.948559,-93.240992,2130 E Lake St Unit C,Minneapolis,MN,55407,US,+16127249561,,"Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,,POLYGON
22p-222@5s8-cj7-wc5,,NAPA Auto Parts,SG_BRAND_dddd21f70594bf6e,NAPA Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,44.948098,-93.223781,3333 E Lake St,Minneapolis,MN,55406,US,+16127215054,"{ ""Mon"": [[""7:30"", ""19:00""]], ""Tue"": [[""7:30"", ""19:00""]], ""Wed"": [[""7:30"", ""19:00""]], ""Thu"": [[""7:30"", ""19:00""]], ""Fri"": [[""7:30"", ""19:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""9:00"", ""16:00""]] }",,,,2019-07-01,POLYGON
223-223@5s8-cj6-5cq,,Shell Oil,SG_BRAND_2591c98b70119fe624898b1e424b5e91,Shell Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,44.96304,-93.230901,2817 Riverside Ave,Minneapolis,MN,55406,US,+16123333441,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
zzy-222@5s8-cd8-h3q,,Allina Health,SG_BRAND_2b42b6e3326b00bf,Allina Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,44.955411,-93.289589,800 W 26th St,Minneapolis,MN,55407,US,+16128634478,,,,,2021-05-22,POLYGON
zzw-229@5s8-cdb-dd9,,H&R Block,SG_BRAND_c19468cebc69ba51b37529f1fdd814f7,H&R Block,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,44.998282,-93.287164,607 W Broadway Ave,Minneapolis,MN,55411,US,+16125297729,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
222-223@5pb-kt6-skf,,Cub Foods,SG_BRAND_d2e8721c5669019d65b0c71cc873b11a,Cub Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,44.895224,-93.277325,5937 Nicollet Ave,Minneapolis,MN,55419,US,+16128667471,"{ ""Mon"": [[""5:00"", ""24:00""]], ""Tue"": [[""5:00"", ""24:00""]], ""Wed"": [[""5:00"", ""24:00""]], ""Thu"": [[""5:00"", ""24:00""]], ""Fri"": [[""5:00"", ""24:00""]], ""Sat"": [[""5:00"", ""24:00""]], ""Sun"": [[""5:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
zzw-222@5s8-cks-35z,,Blaze Pizza,SG_BRAND_3ec55915632329d9d8fdaacd011d8e16,Blaze Pizza,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.973475,-93.223494,1000 Washington Ave SE,Minneapolis,MN,55414,US,+16122950835,,"Pizza,Counter Service,Lunch,Dinner",,,2019-07-01,POLYGON
zzw-228@5s8-cfz-35z,,U.S. Bank,SG_BRAND_115e6cd3ceacb40f8be99ae3d3f62649,U.S. Bank,Depository Credit Intermediation,Commercial Banking,522110,45.012025,-93.247563,2338 Central Ave NE,Minneapolis,MN,55418,US,,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
zzw-225@5s8-cd6-fvf,,Five Guys,SG_BRAND_87b52f7d201822f23c1015f8e9beb4b1,Five Guys,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.978025,-93.270982,555 Nicollet Mall,Minneapolis,MN,55402,US,+16122081812,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [[""7:00"", ""19:00""]] }","Burgers,Counter Service,Lunch,Dinner",,,2019-07-01,POLYGON
227-222@5s8-cky-wzf,224-222@5s8-ckz-8sq,Sport Clips,SG_BRAND_66b7bca1fd5b3082752c2508bc56009d,Sport Clips,Personal Care Services,Barber Shops,812111,45.005669,-93.227841,1730 New Brighton Blvd Ste 105,Minneapolis,MN,55413,US,+16127886330,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",,,,2019-07-01,POLYGON
22f-223@5s8-cdc-b8v,,Punch Pizza,SG_BRAND_bcd5e86f43bc5924,Punch Pizza,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,44.987544,-93.256905,210 E Hennepin Ave,Minneapolis,MN,55414,US,,,"Pizza,Lunch,Italian Food,Casual Dining,Dinner",,,2021-04-13,POLYGON
223-222@5s8-ckr-3t9,,Caribou Coffee,SG_BRAND_7303ca634fe70d6fb5aa008ecc384e9b,Caribou Coffee,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,44.973475,-93.230094,604 Washington Ave SE,Minneapolis,MN,55414,US,,"{ ""Mon"": [[""6:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""6:00"", ""18:00""]], ""Thu"": [[""6:00"", ""18:00""]], ""Fri"": [[""6:00"", ""18:00""]], ""Sat"": [[""6:00"", ""18:00""]], ""Sun"": [[""7:00"", ""18:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop",,,2020-01-11,POLYGON
zzw-222@5s8-cdf-qpv,,O'Reilly Auto Parts,SG_BRAND_8e5762f2bca5e0a62ef5da4b78de3ed5,O'Reilly Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,44.999209,-93.301127,1625 W Broadway Ave,Minneapolis,MN,55411,US,+16125224046,"{ ""Mon"": [[""7:30"", ""22:00""]], ""Tue"": [[""7:30"", ""22:00""]], ""Wed"": [[""7:30"", ""22:00""]], ""Thu"": [[""7:30"", ""22:00""]], ""Fri"": [[""7:30"", ""22:00""]], ""Sat"": [[""7:30"", ""22:00""]], ""Sun"": [[""8:00"", ""21:00""]] }",,,,2019-07-01,POLYGON
zzw-222@5s8-cdf-vpv,,Anytime Fitness,SG_BRAND_6daa255524fe5ac244c3bed9cfbde479,Anytime Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,45.003503,-93.307036,2104 W Broadway Ave,Minneapolis,MN,55411,US,+16125214050,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
222-222@5s8-cdb-d7q,,Boost Mobile,SG_BRAND_828bf870d4d7227c8c54c013e3649586,Boost Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312,44.998374,-93.286836,1363 Maryland Ave E,Minneapolis,MN,55106,US,+16512023728,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""18:00""]] }",,,,2020-06-03,POLYGON
222-222@5s8-cfy-jn5,,BP,SG_BRAND_5cfdb867e96374c7883b31d6928cc4cb,BP,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,45.0164,-93.263637,2636 University Ave NE,Minneapolis,MN,55418,US,+16127810728,"{ ""Mon"": [[""0:00"", ""23:59""]], ""Tue"": [[""0:00"", ""23:59""]], ""Wed"": [[""0:00"", ""23:59""]], ""Thu"": [[""0:00"", ""23:59""]], ""Fri"": [[""0:00"", ""23:59""]], ""Sat"": [[""0:00"", ""23:59""]], ""Sun"": [[""0:00"", ""23:59""]] }",,,,2019-07-01,POLYGON
228-222@5s8-cj8-pn5,,Gyu-Kaku,SG_BRAND_599cadb74b8a0f28,Gyu-Kaku,Restaurants and Other Eating Places,Full-Service Restaurants,722511,44.947438,-93.287741,3025 Lyndale Ave S,Minneapolis,MN,55408,US,+16122249888,"{ ""Mon"": [[""11:30"", ""21:00""]], ""Tue"": [[""11:30"", ""21:00""]], ""Wed"": [[""11:30"", ""21:00""]], ""Thu"": [[""11:30"", ""21:00""]], ""Fri"": [[""11:30"", ""22:00""]], ""Sat"": [[""12:00"", ""22:00""]], ""Sun"": [[""12:00"", ""21:00""]] }","BBQ and Southern Food,Japanese Food,Asian Food,Lunch,Casual Dining,Dinner,Grill",,,2019-07-01,POLYGON
zzy-223@5s8-cd5-f2k,,Impark,SG_BRAND_11feca234029d8c9,Impark,Other Personal Services,Parking Lots and Garages,812930,44.971706,-93.266892,903 5th Ave S,Minneapolis,MN,55404,US,,,,,,,POLYGON
226-224@5s8-cd6-fmk,,Impark,SG_BRAND_11feca234029d8c9,Impark,Other Personal Services,Parking Lots and Garages,812930,44.976,-93.27247,80 S 8th St,Minneapolis,MN,55402,US,,,,,,,POLYGON
222-224@5s8-cd6-hyv,,Target,SG_BRAND_42aefbae01d2dfd981f7da7d823d689e,Target,Department Stores,Department Stores,452210,44.974969,-93.274643,900 Nicollet Mall,Minneapolis,MN,55403,US,+16123380085,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }",,2019-10-26,,2019-07-01,POLYGON
22h-222@5pb-kt7-k4v,,State Farm,SG_BRAND_1eeccf353a7dd8a1ad3b37c746fc6d82,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,44.903871,-93.279053,25 W Diamond Lake Rd,Minneapolis,MN,55419,US,+16124554196,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,POLYGON
22k-222@5s8-ccy-789,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,45.049474,-93.291095,5200 Bryant Ave N,Minneapolis,MN,55430,US,,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }",,,,2021-02-02,POLYGON
zzw-224@5s8-cd4-vzz,,Navis Pack & Ship,SG_BRAND_8ff42c8c88d1d1924b925f83853cd7d9,Navis Pack & Ship,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,44.984722,-93.274243,333 Washington Ave N Ste 300,Minneapolis,MN,55401,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,POLYGON
zzw-222@5s8-cd6-gkz,,Impark,SG_BRAND_11feca234029d8c9,Impark,Other Personal Services,Parking Lots and Garages,812930,44.974286,-93.267506,333 S 7th St,Minneapolis,MN,55402,US,,,,,,,POLYGON
223-224@5s8-cd6-k2k,,Tribute Portfolio,SG_BRAND_855abd978b753650c09c1557ab3928b1,Tribute Portfolio,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,44.977343,-93.26969,527 Marquette Ave,Minneapolis,MN,55402,US,+16126884500,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
228-222@5pb-kt6-nwk,,F45 Training,SG_BRAND_69e26c2c38d1753,F45 Training,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,44.903506,-93.287906,5445 Lyndale Ave S,Minneapolis,MN,55419,US,,,,,,2021-03-31,POLYGON
zzw-225@5s8-cd6-k75,,Emery Autograph Collection,SG_BRAND_b9579b602f7a1d2c,Autograph Collection Hotels,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,44.978208,-93.266914,215 S 4th St,Minneapolis,MN,55401,US,+16123402000,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07-01,POLYGON
226-222@5s8-cks-2ff,,Walgreens,SG_BRAND_63ea689e38887d2a25b1f57a6f86748f,Walgreens,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,44.973499,-93.229078,630 Washington Ave SE,Minneapolis,MN,55414,US,,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",,,,2019-07-01,POLYGON
224-225@5s8-cd6-ghq,,Northwestern Mutual,SG_BRAND_a69832ebe8d9a3f9103b8cd9d27c57fb,Northwestern Mutual,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,44.976244,-93.268617,225 S 6th St,Minneapolis,MN,55402,US,+16127587630,,,,,,POLYGON
